additional_info,amenities,check_in_date,check_out_date,city,country,crawl_date,description,highlight_value,hotel_star_rating,image_count,image_urls,internet,landmark,latitude,longitude,occupancy,pageurl,property_address,property_id,property_name,property_type,qts,query_time_stamp,room_price,room_types,search_term,service_value,similar_hotel,sitename,things_to_do,things_to_note,uniq_id
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Elevator|Parking|AC,04-08-2016,05-08-2016,Lucknow,India,2016-07-20,"What should you know? Hotel Diamond is 1.7 km away from the Lucknow Railway Station, near the Hussainganj Crossing. It is in a residential area with restaurants, hospitals, shopping malls, schools, and colleges nearby. AC as well as non-AC rooms equipped with the basic amenities are available here. There is a restaurant in the hotel and room service is provided as well along with ample parking space.Why should you stay here? Hotel Diamond offers a convenient location and fine services at a budget price.","","",2,http://stay-imgs.stayzilla.com/resize/1200x800/31233/347300.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31233/348494.jpg,"","",26.8413696,80.9266739,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-diamond-31233?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Naka Hindola, Lucknow",31233,Hotel Diamond,Hotel,2016-07-20 11:21:02 +0000,2016-07-20 11:21:02 +0000,1453per night incl. tax,Luxury AC Double,"",Not Verified,Hotel Elora|Hotel Vinayak|Hotel Galaxy International|Hotel Anant,www.stayzilla.com,"",All taxes .|Complimentary Wifi .|Complimentary Pickup .,88b98f3315f1761f67d39d7a93255c1d
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,04-08-2016,05-08-2016,Lucknow,India,2016-07-20,"What should you know? Situated just 1.3 km away from Charbagh Railway Station and in in the middle of the commercial hub, Nirmal Palace Hotel is a budget accommodation. The hotel offers amenities like 24x7 front desk, laundry service, travel desk, and doctor-on-call. Rooms are well appointed with facilities like mini bar, satellite TV, and direct-dial telephone. The property can be easily reached from Charbagh Railway Station as well as from Chaudhary Charan Singh Airport which is 10 km away. Nearest attractions include Moti Mahal and Bara Imambara.Why should you stay here? Nirmal Palace Hotel is a budget accommodation and is centrally located in the heart of the city.","","",0,"","","",26.8338814,80.9184113,1 Adult 2 Kids,https://www.stayzilla.com/stays/nirmal-palace-hotel-26097?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Charbagh, Lucknow",26097,Nirmal Palace Hotel,Hotel,2016-07-20 11:21:02 +0000,2016-07-20 11:21:02 +0000,1133per night incl. tax,Standard AC Single Room,"",Not Verified,Hotel The Grand|Shanta VS Continental|Hotel Yashoda|Hotel Mandakini Mezbaan,www.stayzilla.com,"",All taxes.|Complimentary Wi Fi|Kindly Note:|Hotel doesnt have Restaurant in the premises.,cbad96f6258725c40f738dd9abde76ee
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,04-08-2016,05-08-2016,Lucknow,India,2016-07-20,"What should you know? The property is a popular hotel in Lucknow that is known for its world class services and pocket-friendly rates. The rooms of the hotel are well-furnished and elegantly designed. These rooms are categorised as Deluxe and Super Deluxe Rooms. Quite a few amenities are available in these rooms, such as telephone, colour television, daily newspaper, attached bath, and internet access. The hotel provides round-the-clock front desk for the benefit of the guests and offers room service as well. Free car parking space is available to guests.Why should you stay here? Hotel guests can visit numerous tourist attractions of the city, such as Dr. Ambedkar Park and Lucknow Zoo.","","",0,"","","",26.8474274,80.9296875,1 Adult 2 Kids,https://www.stayzilla.com/stays/the-president-hotel-58226?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Latouche Road, Lucknow",58226,The President Hotel,Hotel,2016-07-20 11:21:02 +0000,2016-07-20 11:21:02 +0000,1949per night incl. tax,Air Conditioned Deluxe Single Ro,"",Not Verified,Hotel Syona Residency|Hotel Charans International|Hotel P.S.International|Hotel Mandakini Saket Regency,www.stayzilla.com,"",All taxes.|Complimentary Breakfast.|Extra bed will be provided on additional charges that has to be paid to the Hotel Management at the time of Direct check in.,9b6583e559b8013339a9d79bf7dcc23d
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,04-08-2016,05-08-2016,Lucknow,India,2016-07-20,"What should you know? The hotel is conveniently situated near Gol Darwaja in Lucknow. It offers 14 well-appointed rooms and luxury suites with all modern amenities for a comfortable stay. The hotel offers AC accommodations. It accepts major credit and debit cards for payment. Lucknow Airport is approximately 12.7 km from the property. It boasts of an in-house multi-cuisine restaurant that serves delectable dishes to its patrons.Why should you stay here? The hotel offers high level of comfort, luxury, and hospitality that gives guests a feel of their home.","","",0,"","","",26.8656654,80.9089508,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-natraj-58184?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Gole Darwaja Chowk, Lucknow",58184,Hotel Natraj,Hotel,2016-07-20 11:21:02 +0000,2016-07-20 11:21:02 +0000,685per night incl. tax,Non AC Double,"",Not Verified,Hotel Prakash Lodge|Hotel Moon Palace|R K Guest House,www.stayzilla.com,"",All taxes.|Kindly Note:|Hotel doesnt have Restaurant in the Premises.,441f644ddcc578f67e70218b6c7539d3
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Parking|AC,04-08-2016,05-08-2016,Lucknow,India,2016-07-20,"What should you know? The hotel has air-conditioned rooms suitable for business as well as leisure travellers. The rooms are well furnished and equipped with all modern amenities. The hotels in-house restaurant called Chief Guest, serves a wide range of cuisines and beverages. Banquets and Conference Hall are also available here that can accommodate close to 200 people for marriage ceremonies and official meetings. The hotel is situated 5 Km from Chaudhary Charan Singh International Airport, 3 Km from Manak Nagar Railway Station, and 1 Km from Narbad Bus Stand.Why should you stay here? The hotel lies amidst several commercial and shopping areas, and is well connected by all means of transport, which makes it a convenient accommodation option.","","",39,http://stay-imgs.stayzilla.com/resize/1200x800/31271/827500.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827472.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/146019.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/146021.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/146025.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827426.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827428.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827430.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827432.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827434.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827436.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827438.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827440.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827442.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827444.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827446.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827448.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827450.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827452.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827454.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827456.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827458.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827460.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827462.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827464.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827466.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827468.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827470.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827474.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827476.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827478.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827480.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827482.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827484.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827486.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827488.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827490.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827492.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31271/827496.jpg,"","",26.7928104,80.8964157,1 Adult 2 Kids,https://www.stayzilla.com/stays/function-inn-31271?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Yojna, Lucknow",31271,Function Inn,Hotel,2016-07-20 11:21:02 +0000,2016-07-20 11:21:02 +0000,1780per night incl. tax,Delxue AC Single,"",Not Verified,Hotel Golden Sky|Hotel Sky High|Hotel Global Inn|Hotel Surya Shelter,www.stayzilla.com,"",All taxes .|Complimentary Breakfast .,a726b4203b8357d52f28a0d363c76f55
Acceptance Rate:100 percent|Response Time:< 6 hours,Parking|AC,04-08-2016,05-08-2016,Lucknow,India,2016-07-20,"What should you know? Hotel Sunrise is located in Lucknow near the Pandariba Post Office. The hotel is clean and well-maintained, situated close to the main market and a few restaurants. It has 11 well-furnished rooms equipped with basic amenities such as, TV with cable connection, central air conditioning, tea/coffee maker, 24-hour hot and cold running water, safe at rooms and reception, and ample space for car parking. The other features of the hotel are 24-hour front desk, 24-hour power backup, luggage storage, and offers delicious vegetarian and non-vegetarian food. There is a separate provision for smoking and drinking within the premises.Why should you stay here? Hotel Sunrise is a budget hotel set near Lucknow Railway Station and Chaudhary Charan Singh Airport. Guests can visit tourist places like Banarsi Bagh, Bara Imambara, City Centre, and the church easily.","","",35,http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017492.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826176.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/335978.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/335980.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826168.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826170.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826172.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826174.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826178.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826180.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826182.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826184.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826186.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826188.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/826190.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017450.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017452.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017454.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017456.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017458.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017460.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017462.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017464.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017466.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017468.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017470.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017472.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017474.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017476.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017478.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017480.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017482.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017486.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017488.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/26441/1017490.jpg,"","",26.8338013,80.9192123,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-sunrise-26441?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Aishbagh Road, Lucknow",26441,Hotel Sunrise,Hotel,2016-07-20 11:21:02 +0000,2016-07-20 11:21:02 +0000,528per night incl. tax,Day Used Room[5 Hours],"",Not Verified,Hotel Inder Regency|Nattha Lodge|Hotel Metro|Uma Guest House,www.stayzilla.com,"",All taxes.|Complimentary Wi-Fi,fb4583f3f169081030c74501a882df61
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,04-08-2016,05-08-2016,Lucknow,India,2016-07-20,"What should you know? Hotel Rana International is one of the few properties in Lucknow where guests could check-in and check-out anytime in one of its 21 rooms. They can avail in-room amenities like AC, hair dryer, tea/coffee maker, laundry services, and satellite TV. Besides, the hotel also has airport/railway station transfer, travel desk, valet parking, and internet. Guests can make the payment by cash or credit card. The railway station is about 2.6 km and Chaudhary Charan Singh Airport is 12.4 km from the hotel.Why should you stay here? Hotel Rana International is at a walking distance from Mughlai Dastarkhwan - an extremely popular restaurant in Lucknow and a gastronomical delight for travellers.","","",22,http://stay-imgs.stayzilla.com/resize/1200x800/31467/1035812.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827590.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/347296.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/355882.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/355884.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/355886.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/355888.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827584.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827586.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827588.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827592.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827594.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827596.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827598.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827600.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827602.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827604.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827626.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/827628.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/1035806.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/1035808.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/31467/1035810.jpg,"","",26.8442822,80.9403305,1 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-rana-international-31467?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Lalbagh, Lucknow",31467,Hotel Rana International,Hotel,2016-07-20 11:21:02 +0000,2016-07-20 11:21:02 +0000,1334per night incl. tax,Standard AC Single,"",Not Verified,Hotel Umang|Hotel Shiva|Elora Guest House|Vindhyawasini Guest House,www.stayzilla.com,"",All taxes.|Complimentary Breakfast.,d2c880ab165624661f64421c734a9487
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Card Payment|Parking|AC,04-08-2016,05-08-2016,Lucknow,India,2016-07-20,"What should you know? Coral Hotel Lucknow is situated in 6/331, Gomti Nagar. This hotel is ideal for business meetings, family vacationers, and leisure travellers. It provides facilities like 24-hour front desk, travel desk, car parking, travel assistance, conference facilities, board room, airport transfer, guided tour service, and health club. For culinary delights the hotel houses an in-house multi-cuisine restaurant that serves local, South Indian, and Chinese delicacies. Coral Hotel offers accommodation in rooms that come with the in-room privileges like room service, air-conditioning, hot and cold water, wardrobe, electronic safe, tea/coffee maker on request, telephone, laundry, colour television with satellite channels, daily housekeeping, and doctor-on-call.Why should you stay here? This hotel is accessible to visitors as it is close to Gomti Nagar Railway Station and well connected to main roads.","","",43,http://stay-imgs.stayzilla.com/resize/1200x800/34108/828018.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827978.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/179836.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/179838.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/179840.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/179842.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827934.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827936.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827938.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827940.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827942.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827944.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827946.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827948.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827950.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827952.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827954.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827956.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827958.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827960.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827962.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827964.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827966.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827968.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827970.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827972.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827974.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827976.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827980.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827982.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827984.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827986.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827988.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827990.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827992.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827994.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827996.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/827998.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/828000.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/828002.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/828012.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/828014.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/34108/828016.jpg,"","",26.8511543,81.0108871,2 Adults 2 Kids,https://www.stayzilla.com/stays/coral-hotel-34108?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Gomti Nagar, Lucknow",34108,Coral Hotel,Hotel,2016-07-20 11:21:02 +0000,2016-07-20 11:21:02 +0000,2068per night incl. tax,Day Use Room (9 am - 5pm),"",Not Verified,Crown Inn Guest House|Kamakshi Palace|B. P Guest House|Shiva Palace,www.stayzilla.com,"","All taxes.|Complimentary Breakfast.|Complimentary Wi-fi.|Day use room for 8 hours|Kindly Note:|Complimentary Breakfast For Day Use Room.|This Tariff is not applicable for long weekends, Government Holidays and festival period.",c8bc413a1a080032a31d6c28b1d133a7
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,04-08-2016,05-08-2016,Lucknow,India,2016-07-20,"We are among the newly established hotels of the city and, by far, are the fastest growing & most popular amongst our contemporaries. Feel the hospitality with homely ambience Facilitated with 8 well equipped A.C. Rooms and Executive Rooms, the Garden Gates Inn, makes your stay in Lucknow a truly memorable experience by offering a host of services that are thoughtfully planned to deliver to you well deserved comfort and conveniences that you expect in a Garden Gates Inn. Situated in the posh area of the city and If you are looking for home-like hospitality and comfort, and a classy atmosphere, Garden Gates Inn is the place to be in. We assure you of a personalized service and hospitality that will remain in your memory forever.","","",36,http://stay-imgs.stayzilla.com/resize/1200x800/74854/838492.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838486.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/476528.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/476530.png|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838418.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838428.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838430.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838432.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838434.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838436.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838438.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838440.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838442.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838444.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838446.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838448.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838450.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838452.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838454.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838456.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838458.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838460.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838462.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838464.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838466.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838468.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838470.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838472.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838474.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838476.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838478.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838480.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838482.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838484.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838488.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/74854/838490.jpg,"","",26.8501682,81.0243759,1 Adult 2 Kids,https://www.stayzilla.com/stays/garden-gates-inn-74854?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Gomti Nagar, Lucknow",74854,Garden Gates Inn,Hotel,2016-07-20 11:21:02 +0000,2016-07-20 11:21:02 +0000,1067per night incl. tax,Deluxe AC Single,"",Not Verified,Prithvi Guest House|Hotel Naznin Palace|Sree Ram Guest House(AS)|Hotel Raj Palace,www.stayzilla.com,"",All taxes.|Complimentary Breakfast.|Complimentary WiFi.|Kindly Note:|Hotel doesnt have restaurant in the premises.,7ae7adde20c114f98417eb3fc18138b7
Acceptance Rate:100 percent|Response Time:< 6 hours,Card Payment|Parking|AC,04-08-2016,05-08-2016,Lucknow,India,2016-07-20,What should you know? Hotel Kamakshi Palace is located opposite Badminton Colony at Lohia Park at Gomti Nagar. The distance between Lohia Park and airport is around 16 km. The hotel provides well-appointed guest rooms that include luxurious suites and the hotel also offers the latest culinary delights to its guests.Why should you stay here? The hotel ensures that guests have the feeling of a home away from home through its quality service..,"","",24,http://stay-imgs.stayzilla.com/resize/1200x800/40032/830196.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830174.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830150.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830152.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830154.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830156.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830158.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830160.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830162.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830164.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830166.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830168.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830170.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830172.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830176.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830178.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830180.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830182.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830184.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830186.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830188.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830190.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830192.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/40032/830194.jpg,"","",26.8514214,81.0090866,2 Adults 2 Kids,https://www.stayzilla.com/stays/kamakshi-palace-40032?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Gomti Nagar, Lucknow",40032,Kamakshi Palace,Hotel,2016-07-20 11:21:02 +0000,2016-07-20 11:21:02 +0000,1998per night incl. tax,Semi Deluxe AC Double,"",Not Verified,Coral Hotel|Crown Inn Guest House|Krishna Guest Inn|Hardik Guest House,www.stayzilla.com,"","All taxes.|Complimentary Breakfast.|Complimentary Tea.|Complimentary Wi-fi.|Kindly Note:|Hotel doesnt have restaurant in the premises.But Food will be provided in order basis.|Above tariff is not applicable during festival time,Long weekends and Govt. holidays.",60ab930d748e464c1358f860ecc4320f
